time, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc
7.351136520950943232e+05,1.793584824884878515e+02,3.158624004505030598e+02,4.622390477665429671e+02,5.376219666815974279e+02,6.444695511400836949e+02,1.638083181945327453e+02,6.740340442681130639e+01,4.249557594037448038e-01,2.980134797564257254e-01,1.865556643370380463e-01,1.052354420797064066e-01,1.188883909375870185e-01,3.786447457421997509e-01,4.318223932160931144e-01,1.566611473063036497e-01
7.351136521077193320e+05,1.151570977748868216e+02,2.027994261962140001e+02,2.967805396237055788e+02,3.451801360275972570e+02,4.137816181531283632e+02,1.051731161690573941e+02,4.327634983439800465e+01,2.728428076369308619e-01,1.913395282475569559e-01,1.197780477424487539e-01,6.756640625421227175e-02,7.633228085756928183e-02,2.431088254227416201e-01,2.772515292671648424e-01,1.005842757341342680e-01
7.351136521203444572e+05,1.100577087678452699e+02,1.938190577728893231e+02,2.836384975741618177e+02,3.298948620399777383e+02,3.954585319022860972e+02,1.005158380438548136e+02,4.135998560783671252e+01,2.607607767348153471e-01,1.828666272643672819e-01,1.144740337325025753e-01,6.457442924232571768e-02,7.295213320354962394e-02,2.323434753415947740e-01,2.649742712618075591e-01,9.613020073684186428e-02
7.351136521329695825e+05,2.052389459260256501e+02,3.614396443741455300e+02,5.289376538717331186e+02,6.151979221584358584e+02,7.374630378348537079e+02,1.874449766395565007e+02,7.712935281592989156e+01,4.862745877146703588e-01,3.410152205144890147e-01,2.134746423689255768e-01,1.204203498314308229e-01,1.360433457081561270e-01,4.332811440994716046e-01,4.941320398192666774e-01,1.792665074693154392e-01
7.351136521455945913e+05,1.805878820199619668e+02,3.180274560516456290e+02,4.654074313348511964e+02,5.413070569253274016e+02,6.488870202958667051e+02,1.649311302681286691e+02,6.786541610684099624e+01,4.278685874131015754e-01,3.000561912429540179e-01,1.878343964223438967e-01,1.059567706803515724e-01,1.197033026723903215e-01,3.812401383132785759e-01,4.347822880620699215e-01,1.577349696225184839e-01
7.351136521582197165e+05,1.553715495491196066e+02,2.736197916117468480e+02,4.004204101035867893e+02,4.657218151939170525e+02,5.582798839987252677e+02,1.419010234353057740e+02,5.838904993719404501e+01,3.681232909216913263e-01,2.581579387484670973e-01,1.616061991775129270e-01,9.116153011865539557e-02,1.029885694118761602e-01,3.280057907401955908e-01,3.740715991411222574e-01,1.357096964325932575e-01
7.351136521708448417e+05,1.883403445237480867e+02,3.316800660752924159e+02,4.853869206563330181e+02,5.645448435082862488e+02,6.767431102935396439e+02,1.720114636150217677e+02,7.077881255286592932e+01,4.462365705987138553e-01,3.129373123105500532e-01,1.958979447562489984e-01,1.105053920082814806e-01,1.248420492769077017e-01,3.976064074347316901e-01,4.534470697063828215e-01,1.645063787771994246e-01
7.351136521834698506e+05,1.824440260735775610e+02,3.212962510828177756e+02,4.701910481895258727e+02,5.468707961067916585e+02,6.555565031577199306e+02,1.666263488690614167e+02,6.856296007902699330e+01,4.322663671831081800e-01,3.031402714641539542e-01,1.897650226309466892e-01,1.070458306307689872e-01,1.209336541830688949e-01,3.851586549258802505e-01,4.392511292134079759e-01,1.593562236216085615e-01
7.351136521960949758e+05,1.822191626781195737e+02,3.209002514575010991e+02,4.696115348018570330e+02,5.461967744534886151e+02,6.547485256953328872e+02,1.664209808590156854e+02,6.847845580482399441e+01,4.317335962003636674e-01,3.027666491965002593e-01,1.895311360617545071e-01,1.069138959795595950e-01,1.207846027030616554e-01,3.846839444911207551e-01,4.387097494680725629e-01,1.591598160860915323e-01
7.351136522087199846e+05,2.055300801796248322e+02,3.619523514561822140e+02,5.296879591725406726e+02,6.160705888303252777e+02,7.385091392465925537e+02,1.877108699042029514e+02,7.723876185845512055e+01,4.869643748722675136e-01,3.414989552717617727e-01,2.137774590706388311e-01,1.205911677456826397e-01,1.362363250558679961e-01,4.338957593320574291e-01,4.948329728802075556e-01,1.795207994635172610e-01
7.351136522213451099e+05,1.775181294053568593e+02,3.126214143847810192e+02,4.574961270811201643e+02,5.321055604865074429e+02,6.378568082746837717e+02,1.621275215059726520e+02,6.671179474418383393e+01,4.205953933303802628e-01,2.949556370568504060e-01,1.846414627488290605e-01,1.041556472041087478e-01,1.176685065263520374e-01,3.747595655401274040e-01,4.273915703093970619e-01,1.550536859727115746e-01
7.351136522339702351e+05,1.573997618021492428e+02,2.771916103625337655e+02,4.056474776361693557e+02,4.718013239252172184e+02,5.655676410213724239e+02,1.437533921301159126e+02,5.915125760564454538e+01,3.729287535140362597e-01,2.615279192635998617e-01,1.637157982275871393e-01,9.235154806549406015e-02,1.043329769241223004e-01,3.322875615391256976e-01,3.789547106444194347e-01,1.374812438616964394e-01
7.351136522465952439e+05,1.944590709685950003e+02,3.424555565664843471e+02,5.011559785016542605e+02,5.828855525688484249e+02,6.987288721641139091e+02,1.775997038505351213e+02,7.307824655463114993e+01,4.607337273926256915e-01,3.231038956480486446e-01,2.022621995212182944e-01,1.140954473736840308e-01,1.288978682798467279e-01,4.105236867673321965e-01,4.681784783366826352e-01,1.698507967919128669e-01
7.351136522592203692e+05,1.933537149203944239e+02,3.405089499165338793e+02,4.983072772856634742e+02,5.795722791497609023e+02,6.947571151200637587e+02,1.765901808396928061e+02,7.266285075222037904e+01,4.581147967886340933e-01,3.212672888830733209e-01,2.011124884563164350e-01,1.134468991100393009e-01,1.281651791972875376e-01,4.081901631222915050e-01,4.655172298277336362e-01,1.688853205886662323e-01
7.351136522718454944e+05,1.512878791317056084e+02,2.043554554840475532e+02,2.043234511998437313e+02,1.991930621756322637e+02,1.744862926687254401e+02,3.643628437784521168e+01,1.744299530485941219e+01,1.898696055081353640e+00,5.702136782524762637e+00,5.193213535360764688e+00,7.436242027212274230e+00,4.538598066947235665e+00,1.329626850461313836e+01,1.955820668646590832e+01,1.015713429027615611e+01
7.351136522844705032e+05,9.483423393746380725e+01,1.280994431477205069e+02,1.280793813834033301e+02,1.248634164580922459e+02,1.093760715848309388e+02,2.283994683732978359e+01,1.093407553073727101e+01,1.190190429644201631e+00,3.574362841762140697e+00,3.255346232138391027e+00,4.661380145400273456e+00,2.845003005523610184e+00,8.334715544290800082e+00,1.225998777262828554e+01,6.366961153442569632e+00
7.351136522970956285e+05,1.877406576955100945e+02,2.535948539726751960e+02,2.535551382637897007e+02,2.471885832220551436e+02,2.165287234673950820e+02,4.521559844937842598e+01,2.164588088291671042e+01,2.356186418837432406e+00,7.076065286690953471e+00,6.444517103931875823e+00,9.228002778441000586e+00,5.632172193797865489e+00,1.650000124450832217e+01,2.427075194480873677e+01,1.260449338639998551e+01
7.351136523097207537e+05,1.457083649477297627e+02,1.968188030503554273e+02,1.967879790877919675e+02,1.918467993941243037e+02,1.680512183558191168e+02,3.509251006714459464e+01,1.679969565472841353e+01,1.828671928686119941e+00,5.491841329646014458e+00,5.001687229702558746e+00,7.161992575739773770e+00,4.371214054194620502e+00,1.280590061036262739e+01,1.883689780007939518e+01,9.782538022773412223e+00
7.351136523223457625e+05,1.110845423585187319e+02,1.500499073765827234e+02,1.500264079311235150e+02,1.462593717339966020e+02,1.281181947964651044e+02,2.675368310130232175e+01,1.280768269026532558e+01,1.394135363435305974e+00,4.186847344201371612e+00,3.813165682912378784e+00,5.460130363391037633e+00,3.332508143479104401e+00,9.762909695000130839e+00,1.436079646029004842e+01,7.457970994008634946e+00
7.351136523349708878e+05,2.078377295703058110e+02,2.807414191862318376e+02,2.806974520303458576e+02,2.736493764493783942e+02,2.397074710647306688e+02,5.005579206035879736e+01,2.396300722750843804e+01,2.608409077429545864e+00,7.833536760387490361e+00,7.134383247077739298e+00,1.021583267834434317e+01,6.235079261341864409e+00,1.826627667475058558e+01,2.686886282967235573e+01,1.395376643487682600e+01
7.351136523475958966e+05,2.072269965983916791e+02,2.799164580897385122e+02,2.798726201317216464e+02,2.728452553820105777e+02,2.390030885808762946e+02,4.990870268101587470e+01,2.389259172282450550e+01,2.600744244720297527e+00,7.810517844639318419e+00,7.113418799995534947e+00,1.018581336536819570e+01,6.216757426825714639e+00,1.821260106223095221e+01,2.678990844308506070e+01,1.391276317112011007e+01
7.351136523602210218e+05,1.215106063697588610e+02,1.641331443956433986e+02,1.641074393622834577e+02,1.599868403769411600e+02,1.401429866495148815e+02,2.926470404650605062e+01,1.400977360885043765e+01,1.524984752836380908e+00,4.579812355256184908e+00,4.171058047155079329e+00,5.972601923067632157e+00,3.645287423873985411e+00,1.067922729648523550e+01,1.570865800761623809e+01,8.157953919864775472e+00
7.351136523728461470e+05,1.359986766228197723e+02,1.837032263654729149e+02,1.836744564446903780e+02,1.790625462119771214e+02,1.568526509060934586e+02,3.275402157053032681e+01,1.568020049863854837e+01,1.706813211223853211e+00,5.125876975713066663e+00,4.668385678233526015e+00,6.684732977632973139e+00,4.079925862998996955e+00,1.195254326405652456e+01,1.758164792672747367e+01,9.130650979350850349e+00
7.351136523854711559e+05,9.235972276137843551e+01,1.247569423380616911e+02,1.247374040456802788e+02,1.216053533443700729e+02,1.065221200074770138e+02,2.224398374084463370e+01,1.064877252382088102e+01,1.159134771813227660e+00,3.481096935220868271e+00,3.170404431071428775e+00,4.539750679047631188e+00,2.770768296802211594e+00,8.117237678887887498e+00,1.194008771647299483e+01,6.200827934690738452e+00
7.351136523980962811e+05,1.442191809027187048e+02,1.948072546991958518e+02,1.947767457669552584e+02,1.898860664406891487e+02,1.663336835168966559e+02,3.473385388354025594e+01,1.662799762806372428e+01,1.809982342396850408e+00,5.435713031941383555e+00,4.950568456780492177e+00,7.088794821595010731e+00,4.326538909914675379e+00,1.267502039028884830e+01,1.864437894454598066e+01,9.682557492839841018e+00
7.351136524107214063e+05,1.609790715971317070e+02,2.174460484768385697e+02,2.174119940635714272e+02,2.119529627995354417e+02,1.856635281124134451e+02,3.877031831802154471e+01,1.856035794913148607e+01,2.020322645451622545e+00,6.067404015701620246e+00,5.525880185022916891e+00,7.912592499694385495e+00,4.829331387041605694e+00,1.414800030156701993e+01,2.081106545059807189e+01,1.080777956251605332e+01
7.351136524233464152e+05,1.084045399708518005e+02,1.464298347589130174e+02,1.464069022561499196e+02,1.427307487848134429e+02,1.250272420800201871e+02,2.610822934987966448e+01,1.249868722193444981e+01,1.360500745842167847e+00,4.085836342661280263e+00,3.721170046815750254e+00,5.328400402586652262e+00,3.252108750441873308e+00,9.527371781824665931e+00,1.401433089464760329e+01,7.278041548860580079e+00
7.351136524359715404e+05,1.664126299243910978e+02,2.247855478024889635e+02,2.247503439438998214e+02,2.191070529218146419e+02,1.919302657649216712e+02,4.007894051255491519e+01,1.918682936862012411e+01,2.088514993842206291e+00,6.272198299127901500e+00,5.712396307875894585e+00,8.179667793646389740e+00,4.992336761049630312e+00,1.462554054384791513e+01,2.151350544392359154e+01,1.117257667594492432e+01
7.351136524485966656e+05,1.960791785456862897e+02,2.648582958041092184e+02,2.648168161178802507e+02,2.581674898713840776e+02,2.261458692548740999e+02,4.722385396020565906e+01,2.260728493507130210e+01,2.460836683844189299e+00,7.390349462822779714e+00,6.730751001799690769e+00,9.637865482226311897e+00,5.882325707939354942e+00,1.723285051697870784e+01,2.534873991835402407e+01,1.316432327193744278e+01
7.351136524612216745e+05,1.560276630202507420e+02,2.107578236116115704e+02,2.107248166470112665e+02,2.054336947512803420e+02,1.799528728303999685e+02,3.757781742493229871e+01,1.798947681143117450e+01,1.958181382146347849e+00,5.880782264285815408e+00,5.355914671670890748e+00,7.669216277060928455e+00,4.680790383461706838e+00,1.371283485214631703e+01,2.017095685173621789e+01,1.047535291915209577e+01
7.351136524738467997e+05,1.216930703390873845e+02,1.643796116458657082e+02,1.643538680130570526e+02,1.602270814127456902e+02,1.403534295596573145e+02,2.930864880343781209e+01,1.403081110490478167e+01,1.527274715659225235e+00,4.586689538788434994e+00,4.177321432964114400e+00,5.981570561169772482e+00,3.650761296752862872e+00,1.069526354434946391e+01,1.573224659941514503e+01,8.170204148040642878e+00
7.351136524864719249e+05,1.288869765052828313e+02,1.740969398266814210e+02,1.740696743547221388e+02,1.696989320756869972e+02,1.486504459759781582e+02,3.104123446967508926e+01,1.486024484540493695e+01,1.617559815409282731e+00,4.857832456487636286e+00,4.424264486755473236e+00,6.335172103341652594e+00,3.866576660198273618e+00,1.132751583403524442e+01,1.666226098317819293e+01,8.653187130028785035e+00
7.351136524990969338e+05,1.973770089080025514e+02,2.666113689277087246e+02,2.665696146911853361e+02,2.598762771551903938e+02,2.276427083257445929e+02,4.753642438175536000e+01,2.275692051094370072e+01,2.477124739458674174e+00,7.439265518021083601e+00,6.775301234395095129e+00,9.701657642839828455e+00,5.921260290190362596e+00,1.734691319714737645e+01,2.551652093700426605e+01,1.325145673796063939e+01
7.351136525117220590e+05,1.768840662656555196e+02,2.389300725018430001e+02,2.388926534570366300e+02,2.328942610059322362e+02,2.040073873201334038e+02,4.260088896318167428e+01,2.039415156775544702e+01,2.219933815933602617e+00,6.666873422277783234e+00,6.071846154448079957e+00,8.694369536132972698e+00,5.306477199856692195e+00,1.554584579250042786e+01,2.286723263900394798e+01,1.187560579989547982e+01
7.351136525243470678e+05,9.520470223605627780e+01,1.285998614121298829e+02,1.285797212768765689e+02,1.253511932400734850e+02,1.098033473212857842e+02,2.292917069556591159e+01,1.097678930813990128e+01,1.194839888021880903e+00,3.588326028530886447e+00,3.268063186026002764e+00,4.679589746510120385e+00,2.856116960676575722e+00,8.367274966756127696e+00,1.230788120332637270e+01,6.391833577331980543e+00
7.351136525369721930e+05,1.275678090364156390e+02,1.723150451335486935e+02,1.722880587256547642e+02,1.679620513080124340e+02,1.471289979764894724e+02,3.072352520364854556e+01,1.470814917126476651e+01,1.601003974429125565e+00,4.808112192116759331e+00,4.378981821719468037e+00,6.270331161494741679e+00,3.827001970153421695e+00,1.121157789525735105e+01,1.649172154433983550e+01,8.564621137765895398e+00
7.351136525495973183e+05,1.846354224330074203e+02,2.494003886255773921e+02,2.493613298155289613e+02,2.431000777564244117e+02,2.129473328634155109e+02,4.446773129879089481e+01,2.128785746150854763e+01,2.317215035426865022e+00,6.959026986528817460e+00,6.337924626806398010e+00,9.075371377327224209e+00,5.539015922187092933e+00,1.622709080345253696e+01,2.386931308914695649e+01,1.239601474458702945e+01
7.351136525622223271e+05,1.068285454996513266e+02,1.443010253007399797e+02,1.442784261926628915e+02,1.406557169548213153e+02,1.232095853442364586e+02,2.572866567921321845e+01,1.231698023840470846e+01,1.340721669669823868e+00,4.026436104553212658e+00,3.667071358497389522e+00,5.250935661930247633e+00,3.204829315357169417e+00,9.388862036224857377e+00,1.381058935380920971e+01,7.172232758516045692e+00
7.351136525748474523e+05,1.741915012334417838e+02,2.352930306136462377e+02,2.352561811691080607e+02,2.293490974610935211e+02,2.009019456090269955e+02,4.195240961518199896e+01,2.008370766779141903e+01,2.186141534396866870e+00,6.565388926641752221e+00,5.979419284229624765e+00,8.562022084582546100e+00,5.225700930663993660e+00,1.530920378363678758e+01,2.251914299878272629e+01,1.169483292652015827e+01
7.351136525874725776e+05,2.018108528490347453e+02,2.726004818911208076e+02,2.725577896944487293e+02,2.657140941494666322e+02,2.327564358496058787e+02,4.860427462626697093e+01,2.326812814694060094e+01,2.532770453100778862e+00,7.606379927775776650e+00,6.927500462121728653e+00,9.919594048886613891e+00,6.054274485745287038e+00,1.773659133848871505e+01,2.608971977297148115e+01,1.354913523401507369e+01
7.351136526000975864e+05,1.730202463743240173e+02,2.337109321560788544e+02,2.336743304853451662e+02,2.278069657099262884e+02,1.995510910705760068e+02,4.167032373116617094e+01,1.994866583148806782e+01,2.171442029100968618e+00,6.521243582994809884e+00,5.939213970871823456e+00,8.504451480394450869e+00,5.190563581459259446e+00,1.520626547037902299e+01,2.236772541828237237e+01,1.161619746041093570e+01
7.351136526127227116e+05,1.507143443038529256e+02,2.035807406050071222e+02,2.035488576495689585e+02,1.984379180141829693e+02,1.738248122751686822e+02,3.629815382694994241e+01,1.737686862394600951e+01,1.891498067236288882e+00,5.680519888582381327e+00,5.173525977784440677e+00,7.408051111882995698e+00,4.521392167334134626e+00,1.324586213292200298e+01,1.948406120455810964e+01,1.011862842780994498e+01
7.351136526253478369e+05,1.317011444138987315e+02,1.778982394950648995e+02,1.778703786982847532e+02,1.734042039481652466e+02,1.518961370924106689e+02,3.171900074410391923e+01,1.518470915740933513e+01,1.652878239707993080e+00,4.963900242195371959e+00,4.520865582346741185e+00,6.473496692157280741e+00,3.951000984892454326e+00,1.157484517955041348e+01,1.702607120989975087e+01,8.842124152130294235e+00
7.351136526379728457e+05,1.659498242220954580e+02,2.241604027437039974e+02,2.241252967896218991e+02,2.184977001728587140e+02,1.913964936499116334e+02,3.996747804591637987e+01,1.913346939200773988e+01,2.082706680801788224e+00,6.254754856643492289e+00,5.696509715696810972e+00,8.156919538904524813e+00,4.978452707165957669e+00,1.458486584526329288e+01,2.145367481087404471e+01,1.114150492257312663e+01
7.351136526505979709e+05,1.532788751920298012e+02,2.070448375357338477e+02,2.070124120650864938e+02,2.018145055081171790e+02,1.767825871457044968e+02,3.691579733728055857e+01,1.767255060784567888e+01,1.923683492192089339e+00,5.777178695562310118e+00,5.261557858439840807e+00,7.534105310541851175e+00,4.598327444624744409e+00,1.347125157901165871e+01,1.981559883634104935e+01,1.029080537134484175e+01
7.351136526632229798e+05,2.017233877059063047e+02,2.724823364106925396e+02,2.724396627168860618e+02,2.655989332403879644e+02,2.326555588418124216e+02,4.858320945669444768e+01,2.325804370336399174e+01,2.531672746376563587e+00,7.603083310672780648e+00,6.924498072453937780e+00,9.915294881121285542e+00,6.051650553598135751e+00,1.772890427172233174e+01,2.607841244711705286e+01,1.354326301735388149e+01
7.351136526758481050e+05,1.922652407086106052e+02,2.597065347485858524e+02,2.596658618841008206e+02,2.531458717412677686e+02,2.217471039507417174e+02,4.630530235892280899e+01,2.216755043573826711e+01,2.412970927729801929e+00,7.246599710021237151e+00,6.599831104500561096e+00,9.450399275442176616e+00,5.767908538539158414e+00,1.689765418907252226e+01,2.485568135388091804e+01,1.290826390347859309e+01
7.351136526884732302e+05,1.234549774884971072e+02,1.667595467742098094e+02,1.667334304177072681e+02,1.625468950182661274e+02,1.423855067378917170e+02,2.973298782062611778e+01,1.423395320928974073e+01,1.549387036707043919e+00,4.653096944468940954e+00,4.237801889884247331e+00,6.068173454062998573e+00,3.703618065109632429e+00,1.085011263519007763e+01,1.596002257451833195e+01,8.288494705263490303e+00
7.351136527010982390e+05,2.066015610540638932e+02,2.790716371677282837e+02,2.790279315178449338e+02,2.720217761847135876e+02,2.382817490389424790e+02,4.975807232329037788e+01,2.382048105985655440e+01,2.592894891503513932e+00,7.786944779547267714e+00,7.091949662131084686e+00,1.015507137792851644e+01,6.197994518859934132e+00,1.815763328174886837e+01,2.670905333615097277e+01,1.387077280910228438e+01
7.351136527137233643e+05,1.383036484576560383e+02,1.868167181527151968e+02,1.867874606252974843e+02,1.820973854908721421e+02,1.595110660578868362e+02,3.330915268704168142e+01,1.594595617664551490e+01,1.735741113148284942e+00,5.212752836208549567e+00,4.747507753313158219e+00,6.798029089179546069e+00,4.149074434411307521e+00,1.215512079100350107e+01,1.787963026219907192e+01,9.285401700929508451e+00
7.351136527263484895e+05,1.377072726217964771e+02,1.860111502759214090e+02,1.859820189091839495e+02,1.813121677349341212e+02,1.588232422267009838e+02,3.316552109093385781e+01,1.587719600256855479e+01,1.728256465644523843e+00,5.190275050087274522e+00,4.727036139323171682e+00,6.768715471458908617e+00,4.131183310341481452e+00,1.210270698701098979e+01,1.780253193860897554e+01,9.245362343599184740e+00
