time, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc, conc
7.351136566574074095e+05,3.802515409317858541e+01,7.220506788479981708e+01,5.806342841884793415e+01,3.834412048003072471e+01,4.135161616064547729e+01,7.431663013844053012e+01,9.719997008919357029e+01,8.458462705277965199e+01,5.277892592164807439e+01,2.896599768552167831e+01,1.211547111154922796e+01,5.774404854141887533e+00,3.588064628045180893e+00,4.796820937597237489e+00,9.653979245478786497e-01
7.351136566805555485e+05,2.247253007231239508e+01,2.574977404119130142e+01,2.931070622133147907e+01,3.628770126226742576e+01,4.769783198966783289e+01,8.000717512394329844e+01,9.486167084880372613e+01,1.016143762579094840e+02,8.045672749526373480e+01,3.837323953991420922e+01,2.394901822649861245e+01,7.178813069366587918e+00,4.853299929089463838e+00,5.223279025833982736e+00,1.057879296371447175e+00
7.351136567037036875e+05,2.566329064633746881e+01,5.934635961965542350e+01,6.612836986501106651e+01,4.144000792898750518e+01,6.264073603879802477e+01,8.157766799825053283e+01,1.178332824650666595e+02,1.156082840072529621e+02,9.967923450389285733e+01,4.923174284056107552e+01,2.705214158428198701e+01,1.053115141109739739e+01,4.560198723949663524e+00,3.661999206814801955e+00,1.208082212557469282e+00
7.351136567268518265e+05,3.693479288777840708e+01,6.175035685925453777e+01,8.107280783175032468e+01,6.003313153353121834e+01,5.879543402764111448e+01,8.453316083195294084e+01,1.271898821290317443e+02,1.091018843384281638e+02,9.575630043923078460e+01,4.379753520431417257e+01,1.732760775102490314e+01,6.680522823173950187e+00,1.211643853835757678e+00,2.608020942859106572e+00,5.216041885718250448e+00
7.351136567499999655e+05,1.745224604255202649e+01,2.475783740920172349e+01,3.160710655592727036e+01,3.394156445979968595e+01,3.824833291549781222e+01,7.183581806327767083e+01,7.502247654107939923e+01,8.068068786701057604e+01,5.864789306911739430e+01,3.429272998206810286e+01,1.760218691747504138e+01,1.045425748101646235e+01,6.950126192477037890e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136567731482210e+05,3.652684768827624140e+01,5.450929578096610584e+01,4.462044258213501280e+01,4.355595713424362003e+01,5.295762212199370111e+01,8.231334511013848498e+01,8.989106629538471793e+01,1.080607106901865535e+02,8.478853115614556657e+01,4.236310875874506365e+01,1.874732212524019204e+01,1.083047109826078547e+01,0.000000000000000000e+00,3.769622394348964178e+00,5.039389937708652845e+00
7.351136567962963600e+05,1.122399684703038147e+01,2.244799369406077716e+01,3.271943823382885341e+01,4.370582008718129430e+01,5.977376367038074534e+01,8.718525839240744801e+01,1.051860217771840667e+02,1.105240404125169533e+02,8.418674275774071702e+01,5.704529707401556493e+01,1.418351962133888300e+01,1.140965761328527073e+01,1.010883503560146046e+01,4.827308564176573391e+00,1.224839486432870883e+00
7.351136568194444990e+05,3.335017206756557329e+01,6.969330829504090730e+01,9.532087603926211727e+01,7.064047701073201324e+01,4.682737865461863436e+01,5.480030094391320716e+01,7.903364305323577810e+01,8.204559289797616373e+01,5.515694360777131067e+01,3.547725761519545529e+01,1.521502269645200478e+01,9.173353488062570449e+00,6.311830180036720250e+00,1.932230160230251625e+00,9.661150801151328071e-01
7.351136568425926380e+05,5.152231917117700277e+01,1.088994473390787192e+02,1.644986156658162884e+02,8.996323087973432564e+01,3.678333579164961264e+01,4.526215691274992992e+01,6.382406855025926973e+01,5.621347926648785176e+01,4.697163530484162663e+01,2.823970965198434868e+01,1.562583100891625776e+01,8.823719525785495676e+00,3.994987107213771704e+00,3.417579013299145707e+00,4.299534887698956531e+00
7.351136568657407770e+05,9.088522216067131865e+01,2.330390311812085997e+02,3.638510862247886166e+02,1.687415939738316411e+02,4.451617538609986724e+01,5.866955463673470916e+01,6.212910691090458215e+01,6.617856516723468019e+01,6.506464133721088672e+01,1.768571582360207373e+01,2.170364273035248814e+01,1.122838216004988965e+01,8.485764218812255066e+00,3.908118165758230234e+00,0.000000000000000000e+00
7.351136568888889160e+05,5.447924626444528684e+01,1.827818189886824598e+02,2.785003033139262243e+02,6.844410639739038515e+01,3.117034528025123308e+01,4.336952659026661649e+01,6.174614688755278991e+01,5.861701923238227607e+01,4.156944869494711980e+01,2.896161149814497904e+01,1.448722128432334166e+01,7.560673385211647002e+00,4.921244202542394142e+00,8.920257448171033943e-01,2.648201429925794770e+00
7.351136569120370550e+05,3.754897652107329975e+01,9.869067280317500490e+01,1.506981089905186195e+02,5.896632218725840602e+01,2.454401307106196839e+01,4.056110972683034532e+01,5.787898702806089801e+01,5.810153031856383166e+01,3.620160640561264387e+01,2.101514498811224740e+01,1.237894454388627175e+01,8.357745604376146886e+00,2.790608683546780266e+00,3.754179635260748160e+00,1.501671854104310144e+00
7.351136569351851940e+05,7.332643801235168723e+01,2.434238214287594531e+02,2.604959964406489803e+02,7.325560821225126062e+01,2.668028497364512930e+01,3.348853210382863210e+01,5.142170033782191751e+01,6.657785403463893203e+01,6.207492192432064115e+01,3.407059670202096413e+01,1.386763532609058025e+01,1.042998634352795406e+01,5.138214349545200399e+00,4.402797117482306177e+00,2.219009747211098560e+00
7.351136569583333330e+05,6.058078066570675446e+01,1.536956842815153550e+02,1.481797665142751725e+02,4.919768796463316107e+01,4.714688077054469062e+01,7.189365731213457877e+01,8.972816889294789178e+01,1.051341302721028939e+02,7.389571127439022291e+01,3.831312669652238156e+01,2.557491015368644227e+01,1.067485903718729645e+01,8.096607791899543827e+00,3.723182889718080535e+00,1.227858187034694959e+00
7.351136569814814720e+05,6.849929803633334302e+01,1.068416724088721850e+02,5.460077184627926528e+01,2.372563740568291379e+01,2.633468655797960167e+01,4.075499716818756468e+01,5.819394168948622337e+01,6.501634889456575195e+01,5.302284685556506361e+01,3.225918783632209141e+01,1.772596431469715128e+01,1.203680743607511694e+01,5.200871587525011996e+00,9.430312769691787667e-01,9.430312769691856500e-01
7.351136570046296110e+05,3.870572512828509559e+01,7.632114814028049921e+01,8.574045366239192845e+01,4.447766493026081491e+01,4.582038295064208455e+01,5.489856292139047866e+01,9.107934497854934364e+01,8.757954530036165863e+01,7.753213340897931971e+01,5.047434203887721083e+01,3.303942736752500764e+01,1.275338747848881837e+01,5.758535475980823826e+00,6.197522924748360751e+00,1.231805798707757749e+00
7.351136570277777500e+05,2.877304126879270996e+01,2.354157921992131719e+01,1.940017526577209850e+01,2.057898429177777189e+01,3.045600513565096179e+01,4.333200822085721882e+01,6.907224445840374472e+01,7.276573518381115946e+01,5.604039946625811552e+01,2.476675205473860331e+01,1.599834002307079395e+01,6.522422416693400393e+00,2.353615891604779797e+00,2.533037871367496585e+00,3.377383828490019724e+00
7.351136570509260055e+05,2.618653014431969339e+01,1.718491040720980934e+01,1.499480825423011332e+01,1.919512506055492551e+01,2.501135030362086908e+01,4.619871359546878864e+01,6.399644353519855855e+01,7.552661476848017230e+01,6.210870819057180370e+01,3.395037277632170714e+01,1.251266523821238863e+01,8.753748763756231455e+00,4.295238421811848006e+00,3.698140084050431931e+00,2.773605063037843710e+00
7.351136570740741445e+05,1.178971264561894294e+01,1.522837883392447722e+01,1.650237121240519045e+01,2.404741221911731586e+01,3.002832691295609990e+01,4.946933758317413066e+01,7.334093629252063806e+01,9.087563566779880375e+01,7.613444326981263544e+01,5.418152058397478754e+01,2.704060020653308882e+01,1.518390735189962726e+01,6.574934898166779007e+00,4.717439000486627343e+00,2.358719500243330991e+00
7.351136570972222835e+05,3.280232740808511238e+01,6.311963001252744476e+01,4.325808326116338520e+01,1.520607438641924247e+01,1.772216087143534224e+01,3.336672493632630676e+01,5.300137781013007299e+01,6.915848713194654351e+01,8.473105359685607141e+01,4.978845285715613755e+01,2.818707750154544556e+01,2.235043703108573609e+01,7.043423239958233495e+00,6.492438709249274353e+00,8.668283033430174811e+00
7.351136571203704225e+05,5.354061388746161754e+01,1.465560871665263392e+02,2.050806773416177862e+02,7.959117540577112493e+01,1.849052477987571308e+01,2.215396670016944469e+01,3.225793155307599136e+01,3.294921034665959780e+01,5.605068325064187462e+01,2.892508217875326082e+01,1.942590312261222252e+01,7.617325234345599938e+00,3.661640995880459215e+00,3.940776975121848213e+00,9.932039530794974924e-01
7.351136571435185615e+05,4.944181463176537505e+01,1.360827088436209351e+02,1.740011673455304049e+02,5.378463900064878800e+01,2.398628634267736714e+01,1.724314680808022260e+01,4.184564755548105808e+01,4.622863920726082654e+01,4.271382463693981180e+01,3.168541948630419114e+01,2.932326194082792270e+01,8.846840297767936789e+00,5.746287598859596280e+00,3.092170680780933711e+00,2.061447120520637277e+00
7.351136571666667005e+05,6.040086714945925195e+01,1.935653520345244658e+02,2.874788939407072803e+02,6.700313755422035911e+01,1.169548754661198764e+01,8.623175540634262504e+00,1.255602710451900705e+01,1.304004518671634649e+01,1.159283996561019237e+01,1.519038237810594794e+01,1.355143568477904026e+01,8.734310304528564828e+00,7.184194280697665524e-01,1.571314141881362758e+00,7.731863237828984214e-01
7.351136571898148395e+05,4.090774915836918524e+01,1.119174269427082038e+02,8.132245827932229076e+01,1.967908292163350836e+01,1.081235557367827660e+01,1.530993151827536813e+01,3.292426904820332112e+01,3.413083028842503808e+01,3.993336034814903002e+01,3.104556446750511967e+01,1.716638546583894964e+01,9.309024681634879173e+00,6.203476117667929834e+00,3.351816518220627206e+00,4.169332742176908191e+00
7.351136572129629785e+05,6.010397698144615219e+01,1.150427684410493185e+02,8.173908732153032020e+01,2.011303746885077359e+01,1.315569633273513794e+01,2.149387286505282546e+01,2.503742608536423830e+01,4.609982179724363505e+01,5.779194153976397530e+01,4.228788448204809924e+01,2.245333445046977516e+01,1.570918695678748023e+01,6.623705442442467728e+00,3.050397762347619057e+00,2.022546342426153387e+00
7.351136572361111175e+05,6.033258980713321762e+01,9.920070054826716444e+01,7.618136902991685133e+01,2.366539471495191904e+01,1.477564825997739106e+01,2.655461838605177505e+01,4.536767162524795793e+01,4.518668672047895996e+01,7.139908954577666123e+01,5.635371803849405836e+01,3.709416704339765403e+01,9.809440171444203216e+00,4.719648171650083768e+00,7.619157994915203957e+00,5.079438663276839350e+00
7.351136572592592565e+05,1.907012884467749103e+01,2.436738685708791863e+01,1.941306287933887376e+01,9.364149698402767896e+00,1.169313961283352121e+01,2.370897207380612315e+01,3.012841539040119798e+01,3.495749744435551065e+01,4.652302989781118470e+01,3.323345771089207545e+01,1.767223716411133694e+01,1.237112219488898113e+01,5.954733121268185769e+00,2.393902768580638885e+00,7.979675895268854013e-01
7.351136572824073955e+05,3.604328004088647930e+01,3.960311016838145548e+01,3.737090969654935435e+01,2.087527721007946013e+01,1.586701521599678699e+01,2.580019955127105291e+01,3.638080500549100549e+01,4.946300426419099949e+01,5.557764380187061448e+01,3.939853317993492254e+01,3.538054178430805052e+01,1.202805863902820604e+01,6.510486782989440613e+00,3.016379126446838921e+00,3.990418219361992591e+00
7.351136573055555345e+05,5.530323325921154520e+01,1.335470669815034910e+02,1.601357921710078926e+02,7.269442988902896730e+01,1.773754829263135946e+01,1.625138142100389516e+01,2.766785789711248000e+01,3.124390036866355302e+01,4.332265059776334937e+01,3.709987979347867082e+01,1.708311922551992623e+01,7.795927524941335562e+00,3.359665800420494008e+00,8.967138023726508589e-01,1.822353856434755448e+00
7.351136573287036736e+05,1.473108535958836569e+02,1.904983729231910274e+02,6.684959979958775023e+01,2.172066073082582705e+01,2.260240087538847575e+01,3.069124436820607116e+01,4.626613929508049239e+01,5.688193814171193452e+01,6.229564112697139677e+01,5.268060865586771513e+01,3.914456890826058100e+01,1.724653547472084369e+01,9.975572597267845509e+00,6.683912996168775322e+00,1.336782599233764746e+00
7.351136573518519290e+05,1.061500182995262804e+02,3.515998945004244547e+02,2.455557529859069348e+02,2.589531549542218158e+01,3.592869841763406402e+00,3.228531360522772342e+00,3.760798056770803033e+00,6.295016822250885546e+00,7.073209722667973764e+00,7.850710658277340492e+00,2.549095371239449737e+00,2.030479334700553196e+00,3.655779355345799342e+00,1.568807055016384622e+00,0.000000000000000000e+00
7.351136573750000680e+05,1.172048507277821727e+02,2.616901408491000325e+02,2.746245081778503163e+02,6.285684294086549073e+01,1.029379472516572136e+01,7.708285333790906080e+00,2.154983893332479639e+01,2.315936702710029849e+01,2.464062162436743009e+01,2.019237531002192654e+01,1.320214849856329842e+01,1.157366191456800841e+01,8.352710961029048420e+00,4.494729422150287590e+00,1.105846127671904267e+00
7.351136573981482070e+05,6.067815394585964128e+01,7.870823397548655009e+01,4.341500507740909853e+01,1.485178773553943543e+01,8.831250953046662744e+00,1.375522947146639474e+01,1.972057050669948453e+01,2.644495307944429285e+01,3.619429102616303595e+01,2.420895897363513782e+01,1.927895390946036258e+01,1.185208631082084807e+01,3.571603784368317491e+00,3.843876003554616450e+00,2.301428944803417753e+00
7.351136574212963460e+05,1.709840436336292271e+02,4.095920016303982152e+02,2.753599228135381054e+02,6.279836686585574768e+01,1.540337168040324478e+01,1.342194201783857999e+01,2.540643491139327281e+01,2.386544919101979900e+01,4.085009585262416465e+01,2.364377607147014260e+01,2.017568479860717545e+01,1.252865442070097224e+01,5.663229456213689339e+00,3.649206624944415722e+00,0.000000000000000000e+00
7.351136574444444850e+05,3.370043437545049869e+01,6.051583377097027494e+01,7.193290430862516871e+01,2.808673617112484067e+01,1.569023277809883155e+01,1.879886583112137188e+01,2.447435934860273932e+01,4.454365186768865215e+01,4.525987955643591931e+01,3.593447785434494079e+01,2.135736007182905638e+01,1.767949360016189431e+01,1.148336031954363179e+01,4.938388647578290325e+00,8.188001902720540848e-01
7.351136574675926240e+05,7.783324411909237028e+01,1.093163540998488941e+02,5.007697498660230195e+01,1.605398168733974629e+01,1.336454850025559082e+01,2.001550564155026279e+01,2.486968554348952765e+01,3.654289846288300936e+01,4.584407845197614506e+01,3.030877714913503951e+01,1.750518805956620128e+01,1.486720678762322301e+01,6.254188043394981023e+00,3.859495594785724570e+00,3.859495594785752548e+00
7.351136574907407630e+05,5.286419734890340294e+01,9.178618880359059062e+01,6.209404946012472948e+01,1.777365055768629887e+01,1.331651783201574979e+01,1.950038169622401796e+01,3.510543452062043457e+01,4.666336798062231850e+01,6.302422127926863027e+01,4.643870008910011649e+01,3.682258351827302079e+01,2.288521504121931116e+01,9.414267076475036689e+00,6.358100010423209270e+00,0.000000000000000000e+00
7.351136575138889020e+05,1.318190227033688302e+02,1.853352926043092452e+02,1.169857143751898860e+02,2.757646539567224409e+01,1.721755152820062307e+01,1.547158887139919337e+01,2.603219349427911666e+01,3.542293718473688102e+01,4.134265726195486224e+01,4.332200371687964946e+01,3.132213696854813634e+01,1.659280808384626127e+01,3.363356738025617521e+00,4.813079186178386593e+00,1.193325418060765530e+00
7.351136575370370410e+05,2.102530721897494459e+02,2.404489921318944141e+02,1.067323843422706346e+02,1.596789503751965178e+01,1.281813762437371373e+01,1.365132069745270371e+01,2.782836701338054652e+01,2.540757222859042130e+01,2.931315920617781501e+01,2.121868600254922654e+01,1.461307178290506137e+01,9.523184889055400504e+00,5.723325091808810328e+00,6.159628365618622148e+00,0.000000000000000000e+00
7.351136575601851800e+05,1.405301563133779155e+02,2.421998835497446976e+02,1.366174024029579357e+02,1.843334977835123922e+01,6.905391501608095339e+00,5.515683129583485389e+00,2.088130677921068923e+01,2.034804830007038490e+01,1.915589155787187892e+01,2.263325685963814848e+01,1.231102957461413538e+01,1.697939534713642784e+00,3.646561672842931312e+00,1.978227506569023353e+00,0.000000000000000000e+00
7.351136575833333191e+05,7.212651440561054983e+01,1.791963090822623030e+02,1.368140683904054526e+02,2.284410804875944834e+01,1.255132772041850231e+01,1.640516080560522738e+01,2.866465738871246671e+01,2.289972435603786849e+01,3.880010946183181630e+01,3.671865804671944034e+01,2.665274847705074279e+01,1.995619774598818097e+01,1.081648615786916068e+01,6.769525815087671816e+00,2.910263434523693071e+00
7.351136576064814581e+05,1.100860627614101759e+02,3.111881616641438768e+02,3.037686851167355826e+02,3.359288842429305078e+01,9.935026903992163483e+00,5.290403425936234250e+00,7.703246732816677600e+00,1.476959374208446363e+01,1.541003078966441819e+01,1.776177478185155323e+01,1.084426922016274020e+01,5.095909932337040260e+00,1.848337567752819099e+00,2.968559537324030551e+00,0.000000000000000000e+00
7.351136576296295971e+05,8.603071468660924381e+01,1.842273890258703943e+02,1.466264456918296446e+02,4.165348340210936584e+01,1.770664329588421282e+01,1.723700746072282186e+01,2.007875932551994680e+01,3.648793845472496855e+01,2.852076127769383618e+01,2.352203194408876996e+01,2.947388097997213663e+01,1.071776278049179254e+01,6.243121206651749411e+00,3.835074102817634945e+00,2.883975725318882244e+00
7.351136576527778525e+05,7.499848320632470688e+01,2.038847654571939643e+02,3.172648849832099245e+02,1.813025124084962272e+02,5.376878507735870016e+01,2.034370897857139937e+01,2.764724929873041859e+01,2.636909435136987767e+01,4.355694780506483710e+01,3.457216207950326492e+01,3.799382144476640377e+01,1.632983667121913030e+01,1.297591586420660015e+01,7.610196104240733561e+00,5.060388131170421744e+00
7.351136576759259915e+05,4.226433222306624060e+01,7.541282808429470208e+01,1.107244626757586587e+02,9.127728701386864429e+01,5.382349947365449339e+01,3.540479204963475013e+01,2.651255156089933251e+01,3.177066349442455362e+01,3.456489249329013802e+01,3.752576789067828855e+01,2.856831850985231469e+01,2.375671386339178781e+01,7.095510684468898432e+00,1.901790190095046018e+00,4.769104630546073587e+00
7.351136576990741305e+05,2.253159494244846428e+01,3.578547432035934861e+01,7.538778509759181645e+01,7.704651545611038443e+01,5.063632610749274221e+01,3.539005549379449178e+01,2.120121298172109903e+01,2.029787672235822527e+01,3.428618472197080536e+01,3.973141988477701858e+01,3.205689280994251078e+01,2.082491174665957701e+01,9.456743088266271968e+00,5.474875987959674895e+00,3.135185394814537396e+00
7.351136577222222695e+05,1.396896007682144081e+01,3.204643782329625878e+01,7.026432438882847009e+01,8.128717327724152142e+01,8.894714240060372390e+01,8.776338711432369166e+01,5.987895287884018103e+01,4.633621931663817861e+01,4.064013799237155666e+01,2.390483314674769133e+01,1.553399732687121393e+01,1.518925191024674426e+01,1.280407118577729086e+01,3.945476617779338557e+00,2.959107463334525345e+00
7.351136577453704085e+05,1.803016333254187487e+01,2.760868760295475965e+01,5.248210074959807514e+01,7.010429814738408538e+01,7.175424551228771008e+01,8.425116976977307104e+01,7.410654874409566162e+01,6.766000638563660630e+01,7.268526850875097978e+01,7.696905669689620311e+01,6.359674303834363229e+01,2.844566392899030660e+01,1.478696296734752913e+01,5.291474774207673093e+00,2.665630149412907102e+00
7.351136577685185475e+05,2.017067941531226793e+01,3.227308706449964859e+01,5.482418978728326664e+01,6.171303625706992335e+01,7.808938997016599615e+01,5.909108125026907743e+01,4.875673562636451663e+01,5.155273577343781710e+01,6.362633420923837235e+01,6.715048253602557793e+01,6.527286355826619513e+01,3.721230447684435916e+01,1.281047388645984242e+01,6.893524049593742653e+00,4.928015126362504716e+00
7.351136577916666865e+05,1.298261918135440673e+01,1.634848341355740686e+01,3.744556803558491964e+01,6.767258601731360557e+01,8.082959538079262529e+01,9.390932193601832978e+01,8.204364988554452509e+01,6.729895021738700223e+01,8.131726149394739878e+01,1.075284883776934066e+02,6.603659341565595753e+01,4.362563335217365790e+01,1.539528337666054369e+01,4.413847385271103541e+00,7.741209260321685548e+00
7.351136578148148255e+05,2.236986520071971185e+01,4.367449872521468990e+01,1.081676540092846892e+02,1.466604365007641775e+02,1.234478084225208505e+02,9.914574682783766946e+01,7.762526837458041484e+01,7.389768330929926776e+01,9.201604605223032252e+01,8.838745673086232557e+01,7.877435712309268467e+01,3.637972262209742524e+01,3.103104161405308403e+01,2.057201391897005038e+01,3.836097659478904021e+00
7.351136578379629645e+05,1.333310862291769716e+01,1.952348048355806753e+01,5.162539975921712454e+01,8.061513885323968509e+01,1.030908752674151856e+02,1.177032844031718497e+02,7.447855527753330307e+01,6.394285458146594436e+01,9.225132166743493656e+01,8.263617814571351516e+01,5.268847353740552819e+01,4.839804725440782107e+01,2.558742595706991096e+01,5.245336939299188650e+00,1.311334234824806977e+01
7.351136578611111036e+05,3.464303441373711934e+01,2.090527938760000026e+01,3.739413412144682525e+01,5.725994383340253080e+01,9.736342008304445983e+01,1.148308707236524810e+02,1.210230151371483771e+02,9.571404446981085812e+01,7.215128772240019828e+01,4.774718100259448050e+01,3.985275341147052330e+01,1.618142801432228595e+01,4.036402510841362812e+00,2.910130260502076460e+00,0.000000000000000000e+00
7.351136578842592426e+05,1.708746717579275654e+01,1.366997374063421056e+01,2.609212114669750804e+01,5.808868846202945946e+01,9.864913160787173751e+01,1.668621551206589686e+02,1.518528276315352912e+02,1.215438037229199750e+02,8.490132581571003811e+01,7.406146170325966693e+01,4.053736940141746459e+01,2.747836557070339936e+01,1.322906078288261966e+01,7.118772456710447116e+00,1.769638350820688766e+00
7.351136579074073816e+05,4.699591874471785502e+00,1.196259749865545885e+01,1.957133301808069703e+01,3.050005563202248027e+01,5.984916062248193214e+01,6.127671765124358672e+01,3.948625886346987812e+01,1.802567095704973710e+01,1.363250859153382244e+01,7.565510192326293293e+00,4.038364678925765006e+00,1.812537037884041968e+00,0.000000000000000000e+00,1.055871116641990737e+00,1.055871116641998286e+00
7.351136579305555206e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136579537037760e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136579768519150e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136580000000540e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136580231481930e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136580462963320e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136580694444710e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136580925926100e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136581157407491e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136581388888881e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136581620370271e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136581851851661e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136582083333051e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136582314815605e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136582546296995e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136582777778385e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.351136583009259775e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
